Node,Agent,ConstraintRatio,MaxTimeGap,Solver,Iteration,Tours,Cost,Time[s],Bound
20,10,0.75,50,milp,1,"[[0, 3, 1, 20, 0], [0, 5, 0], [0, 8, 0], [0, 9, 16, 0], [0, 10, 4, 0], [0, 11, 6, 0], [0, 13, 0], [0, 14, 2, 0], [0, 17, 7, 0], [0, 19, 15, 12, 18, 0]]",410.0,0.0954277515411377,4.5
20,10,0.5,10,milp,1,"[[0, 3, 12, 0], [0, 4, 0], [0, 5, 0], [0, 7, 19, 0], [0, 8, 0], [0, 9, 1, 14, 0], [0, 11, 6, 0], [0, 15, 2, 0], [0, 16, 10, 0], [0, 17, 18, 13, 0]]",421.0,0.11055278778076172,1.5
20,10,0.5,30,milp,1,"[[0, 3, 15, 11, 0], [0, 4, 12, 0], [0, 5, 16, 13, 0], [0, 6, 0], [0, 7, 2, 1, 0], [0, 8, 0], [0, 9, 14, 10, 0], [0, 17, 0], [0, 18, 20, 0], [0, 19, 0]]",455.0,0.10709404945373535,5.5
20,10,0.5,50,milp,1,"[[0, 5, 16, 3, 0], [0, 6, 1, 4, 11, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 13, 0], [0, 14, 7, 0], [0, 15, 0], [0, 17, 12, 0], [0, 20, 18, 19, 2, 0]]",382.0,0.08668828010559082,4.5
20,10,0.25,10,milp,1,"[[0, 2, 0], [0, 5, 0], [0, 6, 4, 0], [0, 8, 20, 11, 0], [0, 9, 0], [0, 10, 17, 19, 0], [0, 12, 13, 16, 0], [0, 14, 7, 0], [0, 15, 3, 1, 0], [0, 18, 0]]",456.0,0.08327651023864746,3.0
20,10,0.25,30,milp,1,"[[0, 1, 19, 0], [0, 8, 0], [0, 11, 2, 6, 7, 4, 0], [0, 12, 10, 5, 15, 0], [0, 13, 0], [0, 14, 3, 0], [0, 16, 0], [0, 17, 9, 0], [0, 18, 0], [0, 20, 0]]",397.0,0.0984964370727539,6.0
20,10,0.25,50,milp,1,"[[0, 6, 0], [0, 7, 1, 17, 0], [0, 8, 0], [0, 10, 11, 16, 0], [0, 12, 2, 0], [0, 13, 9, 0], [0, 14, 18, 4, 5, 0], [0, 15, 0], [0, 19, 0], [0, 20, 3, 0]]",397.99999999999824,0.4355936050415039,4.75
20,20,1.0,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",373.0,0.035494089126586914,3.5
20,20,1.0,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",461.0,0.034917354583740234,5.5
20,20,1.0,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",378.0,0.03461861610412598,5.0
20,20,0.75,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",408.0,0.03474617004394531,3.5
20,20,0.75,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",442.0,0.03389596939086914,8.0
20,20,0.75,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",410.0,0.03432583808898926,7.0
20,20,0.5,10,milp,1,[],-1,0.023047447204589844,-1
20,20,0.5,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",455.0,0.03039097785949707,5.5
20,20,0.5,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",382.0,0.030837535858154297,15.5
20,20,0.25,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",456.0,0.029337644577026367,3.0
20,20,0.25,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",397.0,0.03210926055908203,13.5
20,20,0.25,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",398.0,0.0290524959564209,18.5
20,30,1.0,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",373.0,0.03252768516540527,3.5
20,30,1.0,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",461.0,0.031887054443359375,5.5
20,30,1.0,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",378.0,0.0322260856628418,5.0
20,30,0.75,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",408.0,0.034377336502075195,3.5
20,30,0.75,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",442.0,0.03357529640197754,8.0
20,30,0.75,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",410.0,0.03387928009033203,7.0
20,30,0.5,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0]]",421.0,0.030638694763183594,2.5
20,30,0.5,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",455.0,0.033095598220825195,5.5
20,30,0.5,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",382.0,0.03289055824279785,15.5
20,30,0.25,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",456.0,0.031655311584472656,3.0
20,30,0.25,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",397.0,0.03171420097351074,13.5
20,30,0.25,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",398.0,0.0309906005859375,18.5
20,40,1.0,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",373.0,0.03494715690612793,3.5
20,40,1.0,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",461.0,0.035105228424072266,5.5
20,40,1.0,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",378.0,0.03469562530517578,5.0
20,40,0.75,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",408.0,0.034005165100097656,3.5
20,40,0.75,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",442.0,0.03406953811645508,8.0
20,40,0.75,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",410.0,0.034618377685546875,7.0
20,40,0.5,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0]]",421.0,0.03020310401916504,2.5
20,40,0.5,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",455.0,0.03254985809326172,5.5
20,40,0.5,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",382.0,0.03521728515625,15.5
20,40,0.25,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",456.0,0.029237747192382812,3.0
20,40,0.25,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",397.0,0.02917933464050293,13.5
20,40,0.25,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0], [0, 11, 0], [0, 12, 0], [0, 13, 0], [0, 14, 0], [0, 15, 0], [0, 16, 0], [0, 17, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",398.0,0.028992652893066406,18.5
40,2,1.0,10,milp,1,"[[0, 11, 9, 21, 16, 3, 32, 31, 28, 14, 6, 22, 1, 13, 4, 2, 10, 34, 37, 15, 8, 0], [0, 33, 26, 40, 27, 35, 30, 17, 23, 12, 20, 36, 25, 38, 5, 19, 24, 39, 7, 29, 18, 0]]",717.0,0.5337238311767578,0.375
40,2,1.0,30,milp,1,"[[0, 1, 17, 18, 32, 29, 3, 6, 15, 7, 24, 39, 28, 21, 26, 12, 4, 27, 37, 19, 16, 34, 40, 0], [0, 30, 38, 10, 14, 36, 20, 9, 5, 31, 2, 8, 23, 22, 33, 11, 13, 25, 35, 0]]",750.0,0.4862027168273926,0.25
40,2,1.0,50,milp,1,"[[0, 8, 7, 27, 40, 19, 5, 20, 6, 39, 28, 1, 37, 15, 30, 21, 38, 4, 11, 29, 32, 0], [0, 10, 12, 31, 34, 9, 17, 36, 13, 26, 24, 16, 22, 3, 18, 23, 2, 25, 33, 14, 35, 0]]",806.0,0.4337282180786133,0.75
40,2,0.75,10,milp,1,"[[0, 13, 33, 20, 8, 12, 27, 2, 23, 31, 29, 15, 26, 9, 38, 25, 36, 14, 1, 3, 0], [0, 22, 7, 34, 39, 11, 24, 6, 16, 19, 30, 37, 35, 5, 18, 40, 17, 4, 32, 21, 10, 28, 0]]",800.0,0.549053430557251,0.5
40,2,0.75,30,milp,1,"[[0, 4, 32, 20, 29, 39, 18, 35, 28, 6, 1, 23, 33, 34, 8, 25, 36, 10, 22, 3, 38, 0], [0, 16, 24, 13, 31, 26, 12, 7, 9, 21, 14, 37, 5, 40, 11, 27, 30, 15, 17, 19, 2, 0]]",794.9999999999991,0.5130889415740967,0.75
40,2,0.75,50,milp,1,"[[0, 13, 25, 37, 15, 20, 14, 11, 8, 3, 7, 40, 6, 2, 18, 30, 10, 28, 24, 31, 23, 0], [0, 27, 12, 4, 17, 34, 33, 22, 26, 9, 29, 19, 21, 39, 35, 38, 36, 5, 16, 32, 1, 0]]",789.9999999999984,0.4694387912750244,1.0
40,2,0.5,10,milp,1,"[[0, 24, 30, 29, 16, 2, 26, 7, 9, 25, 19, 15, 39, 22, 6, 4, 36, 34, 5, 18, 31, 35, 0], [0, 38, 32, 8, 40, 13, 10, 1, 3, 20, 23, 37, 27, 17, 21, 12, 33, 28, 14, 11, 0]]",609.9999999999999,0.5320146083831787,0.7
40,2,0.5,30,milp,1,"[[0, 36, 28, 6, 1, 14, 2, 17, 4, 21, 7, 3, 18, 5, 33, 13, 35, 30, 34, 37, 12, 11, 0], [0, 40, 29, 10, 15, 23, 24, 27, 19, 8, 25, 38, 20, 16, 26, 9, 31, 22, 39, 32, 0]]",785.0,0.5422511100769043,1.5
40,2,0.5,50,milp,1,"[[0, 6, 35, 14, 30, 33, 34, 2, 19, 13, 28, 3, 17, 31, 37, 26, 32, 38, 23, 36, 39, 24, 0], [0, 29, 16, 20, 27, 10, 22, 4, 11, 40, 12, 8, 15, 7, 1, 25, 9, 5, 21, 18, 0]]",828.999999999998,0.537787675857544,1.75
40,2,0.25,10,milp,1,"[[0, 12, 6, 22, 8, 5, 18, 3, 40, 36, 13, 21, 33, 20, 7, 4, 38, 16, 24, 23, 11, 26, 19, 14, 27, 0], [0, 32, 28, 9, 30, 15, 17, 2, 25, 39, 10, 29, 37, 31, 35, 1, 34, 0]]",896.9999999999998,0.37425708770751953,0.3000000000000019
40,2,0.25,30,milp,1,"[[0, 19, 23, 22, 11, 38, 16, 36, 1, 35, 26, 25, 15, 20, 17, 31, 24, 30, 32, 4, 27, 18, 7, 5, 2, 0], [0, 33, 3, 40, 12, 39, 29, 13, 9, 34, 6, 37, 10, 21, 28, 14, 8, 0]]",787.0,0.3833146095275879,0.7000000000000076
40,2,0.25,50,milp,1,"[[0, 13, 35, 1, 37, 16, 2, 5, 30, 21, 20, 33, 29, 27, 36, 40, 32, 28, 26, 0], [0, 38, 9, 4, 39, 12, 23, 10, 14, 19, 3, 15, 31, 11, 22, 18, 7, 6, 34, 17, 25, 8, 24, 0]]",854.9999999999998,0.40466833114624023,0.25
40,10,1.0,10,milp,1,"[[0, 6, 29, 0], [0, 9, 21, 28, 24, 10, 34, 0], [0, 11, 16, 22, 7, 15, 8, 0], [0, 12, 31, 13, 39, 37, 18, 0], [0, 26, 3, 17, 0], [0, 30, 0], [0, 32, 36, 38, 19, 2, 0], [0, 33, 27, 20, 14, 0], [0, 35, 23, 1, 4, 0], [0, 40, 25, 5, 0]]",717.0,0.4622056484222412,1.0
40,10,1.0,30,milp,1,"[[0, 1, 7, 9, 5, 37, 0], [0, 8, 12, 33, 19, 0], [0, 10, 24, 16, 0], [0, 17, 18, 14, 22, 0], [0, 27, 0], [0, 29, 3, 28, 23, 0], [0, 30, 20, 39, 0], [0, 31, 21, 0], [0, 32, 36, 26, 11, 34, 35, 40, 0], [0, 38, 6, 15, 2, 4, 13, 25, 0]]",750.0,0.3830728530883789,1.6666666666666667
40,10,1.0,50,milp,1,"[[0, 7, 22, 0], [0, 8, 6, 0], [0, 10, 40, 23, 4, 0], [0, 12, 30, 25, 11, 35, 0], [0, 17, 16, 1, 0], [0, 19, 36, 18, 2, 14, 32, 0], [0, 20, 39, 28, 3, 0], [0, 27, 24, 15, 21, 38, 29, 0], [0, 31, 9, 5, 13, 26, 37, 33, 0], [0, 34, 0]]",806.0,0.4537351131439209,3.5
40,10,0.75,10,milp,1,"[[0, 7, 6, 8, 19, 5, 9, 0], [0, 11, 2, 40, 17, 36, 32, 1, 10, 3, 28, 0], [0, 13, 12, 30, 37, 26, 0], [0, 16, 18, 21, 0], [0, 22, 39, 20, 0], [0, 24, 23, 0], [0, 27, 0], [0, 31, 35, 38, 4, 14, 0], [0, 33, 0], [0, 34, 29, 15, 25, 0]]",799.9999999999998,0.4788203239440918,0.25
40,10,0.75,30,milp,1,"[[0, 4, 20, 0], [0, 6, 21, 25, 36, 17, 0], [0, 7, 19, 38, 0], [0, 13, 28, 34, 11, 0], [0, 16, 12, 9, 14, 33, 40, 0], [0, 22, 3, 0], [0, 24, 18, 1, 0], [0, 31, 26, 39, 23, 10, 2, 0], [0, 32, 29, 27, 0], [0, 35, 37, 5, 8, 30, 15, 0]]",794.999999999976,0.3769676685333252,2.5
40,10,0.75,50,milp,1,"[[0, 9, 19, 0], [0, 12, 15, 11, 26, 0], [0, 13, 4, 20, 0], [0, 17, 14, 3, 6, 0], [0, 18, 38, 36, 5, 16, 32, 1, 31, 0], [0, 21, 0], [0, 22, 7, 30, 0], [0, 27, 25, 33, 8, 2, 35, 28, 24, 23, 0], [0, 34, 29, 0], [0, 37, 40, 39, 10, 0]]",790.0,0.46300435066223145,0.5
40,10,0.5,10,milp,1,"[[0, 13, 9, 22, 34, 0], [0, 16, 2, 26, 3, 6, 36, 0], [0, 17, 12, 14, 0], [0, 20, 39, 31, 11, 0], [0, 23, 0], [0, 24, 8, 1, 7, 15, 27, 0], [0, 29, 33, 0], [0, 30, 19, 21, 28, 0], [0, 32, 40, 25, 18, 0], [0, 38, 10, 37, 4, 5, 35, 0]]",610.0,0.557039737701416,2.0
40,10,0.5,30,milp,1,"[[0, 14, 8, 26, 0], [0, 19, 21, 3, 39, 0], [0, 23, 17, 38, 5, 13, 30, 0], [0, 24, 4, 33, 35, 12, 32, 0], [0, 25, 7, 9, 37, 0], [0, 27, 0], [0, 28, 10, 15, 2, 0], [0, 29, 20, 18, 34, 22, 0], [0, 36, 1, 0], [0, 40, 6, 16, 31, 11, 0]]",784.9999999999998,0.5826356410980225,5.0
40,10,0.5,50,milp,1,"[[0, 6, 20, 27, 22, 21, 39, 0], [0, 10, 40, 7, 0], [0, 11, 12, 18, 24, 0], [0, 13, 17, 0], [0, 16, 14, 28, 3, 31, 26, 0], [0, 25, 38, 0], [0, 29, 34, 8, 9, 5, 23, 36, 0], [0, 33, 4, 2, 19, 1, 0], [0, 35, 30, 15, 0], [0, 37, 32, 0]]",828.99999999996,0.4507458209991455,3.25
40,10,0.25,10,milp,1,"[[0, 6, 5, 25, 0], [0, 9, 8, 34, 0], [0, 12, 28, 10, 37, 35, 1, 27, 0], [0, 13, 31, 0], [0, 15, 38, 11, 26, 0], [0, 18, 36, 21, 39, 24, 23, 0], [0, 20, 29, 19, 14, 0], [0, 22, 2, 3, 4, 16, 0], [0, 30, 17, 7, 0], [0, 32, 40, 33, 0]]",897.0,0.4171161651611328,1.5
40,10,0.25,30,milp,1,"[[0, 3, 12, 9, 24, 18, 0], [0, 16, 0], [0, 19, 36, 20, 6, 31, 0], [0, 22, 40, 1, 15, 17, 37, 0], [0, 23, 13, 21, 4, 28, 7, 14, 0], [0, 26, 25, 2, 0], [0, 30, 0], [0, 33, 11, 39, 29, 34, 10, 32, 0], [0, 35, 27, 5, 0], [0, 38, 8, 0]]",787.0,0.4960918426513672,3.25
40,10,0.25,50,milp,1,"[[0, 1, 27, 0], [0, 3, 2, 11, 6, 17, 24, 0], [0, 4, 35, 22, 28, 0], [0, 10, 15, 30, 0], [0, 12, 37, 31, 21, 18, 0], [0, 13, 39, 0], [0, 14, 33, 0], [0, 23, 19, 20, 34, 32, 0], [0, 29, 40, 8, 26, 0], [0, 38, 9, 16, 5, 7, 36, 25, 0]]",855.0,0.3820934295654297,4.0
40,20,1.0,10,milp,1,"[[0, 3, 18, 0], [0, 7, 0], [0, 9, 19, 0], [0, 11, 40, 0], [0, 12, 36, 0], [0, 16, 25, 0], [0, 17, 14, 4, 0], [0, 20, 38, 5, 8, 0], [0, 21, 0], [0, 22, 0], [0, 23, 0], [0, 24, 0], [0, 26, 1, 13, 39, 34, 37, 15, 0], [0, 27, 0], [0, 28, 10, 0], [0, 29, 0], [0, 30, 0], [0, 32, 6, 2, 0], [0, 33, 31, 0], [0, 35, 0]]",717.0,0.44760847091674805,0.75
40,20,1.0,30,milp,1,"[[0, 1, 10, 21, 0], [0, 3, 7, 9, 8, 12, 16, 0], [0, 6, 0], [0, 14, 0], [0, 15, 5, 0], [0, 17, 0], [0, 18, 28, 0], [0, 20, 19, 0], [0, 22, 11, 0], [0, 23, 0], [0, 24, 0], [0, 29, 27, 37, 0], [0, 30, 0], [0, 31, 34, 0], [0, 32, 4, 25, 0], [0, 33, 13, 40, 0], [0, 35, 0], [0, 36, 26, 0], [0, 38, 0], [0, 39, 2, 0]]",749.9999999999999,0.39389514923095703,4.5
