Node,Agent,ConstraintRatio,MaxTimeGap,Solver,Iteration,Tours,Cost,Time[s]
20,30,0.5,30,ortools,4,"[[0, 0], [0, 1, 6, 14, 20, 12, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 19, 0], [0, 8, 15, 16, 5, 3, 13, 11, 18, 9, 17, 10, 0], [0, 4, 7, 0], [0, 0]]",866,2.783433437347412
20,30,0.5,30,ortools,5,"[[0, 0], [0, 6, 3, 0], [0, 19, 17, 4, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 13, 1, 5, 18, 12, 0], [0, 0], [0, 0], [0, 10, 15, 14, 11, 16, 9, 2, 7, 20, 8, 0], [0, 0]]",896,3.057108163833618
20,30,0.5,50,milp,1,[],-1,0.026535511016845703
20,30,0.5,50,milp,2,[],-1,0.026078224182128906
20,30,0.5,50,milp,3,[],-1,0.025931358337402344
20,30,0.5,50,milp,4,[],-1,0.025819778442382812
20,30,0.5,50,milp,5,[],-1,0.024593353271484375
20,30,0.5,50,ortools,1,"[[0, 17, 18, 11, 7, 1, 0], [0, 0], [0, 0], [0, 3, 8, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 9, 2, 5, 10, 15, 6, 14, 4, 12, 16, 13, 19, 20, 0], [0, 0], [0, 0]]",1529,3.557404041290283
20,30,0.5,50,ortools,2,"[[0, 9, 20, 15, 11, 10, 6, 19, 8, 7, 18, 17, 13, 0], [0, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 0], [0, 0], [0, 3, 12, 2, 14, 16, 0], [0, 0], [0, 4, 0]]",2675,2.247164011001587
20,30,0.5,50,ortools,3,"[[0, 0], [0, 8, 4, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 19, 5, 14, 10, 6, 0], [0, 13, 2, 20, 16, 3, 9, 11, 17, 18, 12, 15, 7, 0], [0, 0]]",694,2.420593738555908
20,30,0.5,50,ortools,4,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 6, 2, 20, 16, 18, 9, 17, 0], [0, 5, 8, 0], [0, 19, 12, 14, 11, 7, 10, 3, 1, 4, 13, 15, 0], [0, 0]]",761,2.3299942016601562
20,30,0.5,50,ortools,5,"[[0, 0], [0, 10, 2, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 12, 7, 6, 4, 14, 9, 3, 0], [0, 15, 8, 13, 18, 11, 1, 19, 17, 16, 0]]",667,2.868786334991455
20,30,0.25,10,milp,1,[],-1,0.02552962303161621
20,30,0.25,10,milp,2,[],-1,0.02467203140258789
20,30,0.25,10,milp,3,[],-1,0.024780750274658203
20,30,0.25,10,milp,4,[],-1,0.02465081214904785
20,30,0.25,10,milp,5,[],-1,0.02495408058166504
20,30,0.25,10,ortools,1,"[[0, 3, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 0], [0, 0], [0, 0], [0, 1, 11, 16, 0], [0, 0], [0, 18, 20, 14, 8, 17, 12, 0], [0, 0], [0, 10, 7, 13, 4, 5, 15, 6, 9, 19, 0]]",2914,2.2727136611938477
20,30,0.25,10,ortools,2,"[[0, 0], [0, 2, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 13, 9, 6, 5, 7, 18, 14, 4, 3, 8, 11, 20, 10, 17, 19, 16, 12, 0], [0, 1, 15, 0]]",617,2.446056842803955
20,30,0.25,10,ortools,3,"[[0, 0], [0, 0], [0, 18, 12, 5, 15, 10, 13, 20, 19, 8, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 3, 11, 7, 17, 16, 2, 6, 14, 4, 1, 0], [0, 0], [0, 0], [0, 9, 0], [0, 0]]",567,3.0347096920013428
20,30,0.25,10,ortools,4,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 14, 9, 0], [0, 16, 4, 11, 6, 17, 18, 1, 8, 10, 2, 12, 13, 19, 7, 20, 3, 5, 0], [0, 0], [0, 0], [0, 15, 0]]",734,2.185645580291748
20,30,0.25,10,ortools,5,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 8, 11, 3, 1, 10, 2, 0], [0, 6, 0], [0, 20, 16, 7, 5, 0], [0, 4, 15, 14, 19, 17, 18, 12, 9, 13, 0], [0, 0]]",804,1.766068696975708
20,30,0.25,30,milp,1,[],-1,0.025653839111328125
20,30,0.25,30,milp,2,[],-1,0.024831295013427734
20,30,0.25,30,milp,3,[],-1,0.024745464324951172
20,30,0.25,30,milp,4,[],-1,0.024950742721557617
20,30,0.25,30,milp,5,[],-1,0.025030136108398438
20,30,0.25,30,ortools,1,"[[0, 8, 12, 19, 5, 3, 9, 13, 20, 14, 11, 0], [0, 15, 16, 17, 18, 6, 10, 7, 0], [0, 4, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",2002,2.440048933029175
20,30,0.25,30,ortools,2,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 20, 19, 17, 14, 16, 10, 0], [0, 0], [0, 9, 12, 15, 13, 5, 11, 4, 3, 18, 7, 8, 6, 0], [0, 0], [0, 1, 2, 0]]",715,3.4178826808929443
20,30,0.25,30,ortools,3,"[[0, 0], [0, 14, 15, 13, 7, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 11, 2, 4, 19, 20, 17, 12, 1, 0], [0, 3, 0], [0, 18, 5, 9, 16, 6, 8, 10, 0]]",800,3.045285701751709
20,30,0.25,30,ortools,4,"[[0, 0], [0, 10, 20, 13, 17, 9, 2, 0], [0, 18, 12, 16, 8, 6, 3, 4, 19, 15, 11, 0], [0, 5, 14, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 1, 0], [0, 0], [0, 0], [0, 7, 0]]",955,3.3921992778778076
20,30,0.25,30,ortools,5,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 0], [0, 9, 19, 13, 15, 14, 5, 20, 17, 4, 10, 7, 3, 8, 11, 16, 18, 6, 12, 1, 0], [0, 0]]",517,1.409611463546753
20,30,0.25,50,milp,1,[],-1,0.02545785903930664
20,30,0.25,50,milp,2,[],-1,0.025070905685424805
20,30,0.25,50,milp,3,[],-1,0.024825334548950195
20,30,0.25,50,milp,4,[],-1,0.02327895164489746
20,30,0.25,50,milp,5,[],-1,0.024967193603515625
20,30,0.25,50,ortools,1,"[[0, 13, 20, 12, 9, 11, 16, 19, 7, 2, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 1, 6, 3, 5, 4, 8, 15, 17, 18, 14, 10, 0], [0, 0], [0, 0]]",1023,2.557286024093628
20,30,0.25,50,ortools,2,"[[0, 0], [0, 6, 8, 3, 10, 1, 2, 4, 5, 14, 12, 0], [0, 15, 13, 19, 11, 16, 7, 9, 18, 20, 17, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",480,2.5753252506256104
20,30,0.25,50,ortools,3,"[[0, 19, 20, 12, 4, 5, 3, 9, 1, 8, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 0], [0, 10, 7, 14, 16, 11, 15, 6, 18, 13, 17, 0], [0, 0], [0, 0]]",1035,2.0129880905151367
20,30,0.25,50,ortools,4,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 14, 5, 2, 6, 17, 19, 16, 1, 12, 13, 4, 0], [0, 3, 7, 10, 18, 8, 11, 9, 15, 0], [0, 0]]",499,3.458804130554199
20,30,0.25,50,ortools,5,"[[0, 0], [0, 12, 19, 13, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 1, 7, 10, 20, 16, 15, 4, 11, 18, 5, 14, 17, 6, 9, 8, 2, 3, 0], [0, 0], [0, 0]]",492,2.2311270236968994
20,40,1.0,10,milp,1,[],-1,0.031121253967285156
20,40,1.0,10,milp,2,[],-1,0.030782222747802734
20,40,1.0,10,milp,3,[],-1,0.031002521514892578
20,40,1.0,10,milp,4,[],-1,0.03078770637512207
20,40,1.0,10,milp,5,[],-1,0.030940771102905273
20,40,1.0,10,ortools,1,"[[0, 6, 10, 9, 20, 17, 16, 14, 2, 7, 12, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 1, 0], [0, 3, 11, 15, 8, 18, 19, 13, 5, 4, 0], [0, 0], [0, 0], [0, 0]]",726,2.1580941677093506
20,40,1.0,10,ortools,2,"[[0, 1, 11, 14, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 10, 12, 7, 0], [0, 4, 15, 20, 17, 3, 8, 19, 0], [0, 0], [0, 18, 16, 0], [0, 2, 6, 13, 9, 0], [0, 0], [0, 0]]",2926,2.3508214950561523
20,40,1.0,10,ortools,3,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 17, 4, 16, 15, 7, 14, 12, 10, 11, 1, 0], [0, 0], [0, 3, 13, 9, 19, 20, 5, 18, 0], [0, 0], [0, 2, 8, 6, 0]]",592,1.9484126567840576
20,40,1.0,10,ortools,4,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 8, 9, 14, 1, 0], [0, 0], [0, 0], [0, 2, 16, 11, 6, 13, 18, 20, 19, 3, 10, 0], [0, 12, 4, 7, 5, 15, 17, 0]]",573,2.4283761978149414
20,40,1.0,10,ortools,5,"[[0, 6, 12, 19, 20, 2, 0], [0, 0], [0, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 7, 17, 14, 5, 16, 9, 11, 3, 13, 15, 10, 8, 4, 0], [0, 0], [0, 18, 0], [0, 0], [0, 0], [0, 0]]",1010,2.959186315536499
20,40,1.0,30,milp,1,[],-1,0.03246641159057617
20,40,1.0,30,milp,2,[],-1,0.03169131278991699
20,40,1.0,30,milp,3,[],-1,0.031209468841552734
20,40,1.0,30,milp,4,[],-1,0.03140902519226074
20,40,1.0,30,milp,5,[],-1,0.03143787384033203
20,40,1.0,30,ortools,1,"[[0, 0], [0, 2, 10, 18, 20, 19, 5, 8, 1, 11, 7, 13, 16, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 9, 17, 3, 12, 14, 15, 4, 6, 0]]",468,2.946763515472412
20,40,1.0,30,ortools,2,"[[0, 0], [0, 5, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 14, 7, 15, 18, 2, 1, 3, 9, 13, 8, 17, 10, 0], [0, 0], [0, 0], [0, 0], [0, 16, 20, 19, 12, 11, 6, 4, 0], [0, 0], [0, 0]]",667,3.455108642578125
20,40,1.0,30,ortools,3,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 6, 11, 10, 1, 5, 0], [0, 2, 0], [0, 4, 17, 12, 9, 14, 18, 16, 20, 8, 7, 15, 19, 3, 13, 0]]",585,2.3979153633117676
20,40,1.0,30,ortools,4,"[[0, 0], [0, 0], [0, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 11, 8, 20, 15, 2, 6, 5, 4, 0], [0, 9, 18, 0], [0, 0], [0, 14, 13, 7, 19, 17, 16, 3, 12, 10, 0], [0, 0], [0, 0], [0, 0]]",825,2.939750909805298
20,40,1.0,30,ortools,5,"[[0, 20, 13, 15, 6, 14, 10, 9, 8, 1, 0], [0, 3, 0], [0, 17, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 4, 16, 7, 5, 2, 18, 12, 19, 11, 0], [0, 0]]",1179,1.9617056846618652
20,40,1.0,50,milp,1,[],-1,0.031102895736694336
20,40,1.0,50,milp,2,[],-1,0.030817747116088867
20,40,1.0,50,milp,3,[],-1,0.030907154083251953
20,40,1.0,50,milp,4,[],-1,0.030571937561035156
20,40,1.0,50,milp,5,[],-1,0.030768394470214844
20,40,1.0,50,ortools,1,"[[0, 0], [0, 0], [0, 2, 3, 11, 6, 12, 7, 16, 13, 20, 8, 4, 0], [0, 15, 9, 17, 18, 1, 14, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 10, 19, 0]]",806,4.23519229888916
20,40,1.0,50,ortools,2,"[[0, 10, 2, 1, 17, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 11, 16, 18, 20, 15, 13, 19, 7, 0], [0, 14, 12, 9, 6, 4, 0], [0, 0], [0, 0], [0, 8, 3, 0]]",1357,3.1378400325775146
20,40,1.0,50,ortools,3,"[[0, 0], [0, 0], [0, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 17, 6, 3, 11, 13, 18, 2, 10, 20, 14, 0], [0, 7, 4, 16, 9, 19, 5, 15, 12, 8, 0], [0, 0]]",624,3.9215304851531982
20,40,1.0,50,ortools,4,"[[0, 13, 18, 9, 11, 20, 15, 14, 3, 19, 16, 12, 8, 7, 17, 0], [0, 10, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 2, 1, 4, 0], [0, 0], [0, 6, 0]]",1217,3.4427566528320312
20,40,1.0,50,ortools,5,"[[0, 2, 18, 10, 8, 9, 16, 19, 20, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 4, 1, 0], [0, 13, 14, 3, 6, 15, 5, 11, 17, 0], [0, 0], [0, 7, 12, 0]]",1586,2.5261192321777344
20,40,0.75,10,milp,1,[],-1,0.030939340591430664
20,40,0.75,10,milp,2,[],-1,0.029958009719848633
20,40,0.75,10,milp,3,[],-1,0.030035018920898438
20,40,0.75,10,milp,4,[],-1,0.030056476593017578
20,40,0.75,10,milp,5,[],-1,0.029681682586669922
20,40,0.75,10,ortools,1,"[[0, 2, 0], [0, 11, 20, 5, 19, 9, 12, 16, 4, 13, 15, 10, 14, 17, 0], [0, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 3, 6, 18, 8, 0], [0, 0], [0, 0], [0, 7, 0]]",2572,2.7569499015808105
20,40,0.75,10,ortools,2,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 19, 8, 17, 12, 5, 20, 18, 10, 14, 0], [0, 9, 3, 0], [0, 1, 11, 15, 6, 13, 7, 16, 0], [0, 0], [0, 2, 0], [0, 4, 0]]",1248,1.8397367000579834
20,40,0.75,10,ortools,3,"[[0, 15, 1, 8, 5, 6, 10, 12, 20, 18, 4, 17, 9, 3, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 13, 19, 11, 14, 16, 7, 0], [0, 0], [0, 0], [0, 0]]",1223,3.034389019012451
20,40,0.75,10,ortools,4,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 0], [0, 0], [0, 0], [0, 20, 8, 1, 0], [0, 7, 16, 12, 4, 11, 15, 19, 9, 17, 5, 13, 6, 18, 14, 10, 0], [0, 3, 0]]",897,2.1828043460845947
20,40,0.75,10,ortools,5,"[[0, 1, 16, 3, 7, 10, 6, 17, 12, 18, 0], [0, 0], [0, 5, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 11, 8, 9, 14, 2, 13, 19, 20, 15, 0], [0, 0], [0, 4, 0]]",2636,2.682827949523926
20,40,0.75,30,milp,1,[],-1,0.030880451202392578
20,40,0.75,30,milp,2,[],-1,0.029787778854370117
20,40,0.75,30,milp,3,[],-1,0.02982807159423828
20,40,0.75,30,milp,4,[],-1,0.03005361557006836
20,40,0.75,30,milp,5,[],-1,0.02994084358215332
